unserved_demand,total_access_time,inequity,total_cost,total_cost_cny
274.58913735662645,373820.55535487866,7.725690736407451,2625087101.892725,2625087102.0
278.75799565283523,412696.67125049105,8.998067169423848,1416549732.2369595,1416549732.0
278.75799565283523,415395.90082285483,9.03317055437921,1386377899.6016715,1386377900.0
281.7961474734766,365149.027622767,7.737336356023922,3494862748.7017317,3494862749.0
281.7961474734766,378643.5256085094,7.781309539164131,2523087466.02929,2523087466.0
281.7961474734766,376425.39129618544,7.781309539164131,2580087466.02929,2580087466.0
281.7961474734766,365149.027622767,7.737336356023922,3494862748.7017317,3494862749.0
294.55647953543667,387745.3564768987,8.160553593864929,2274958020.893127,2274958021.0
294.55647953543667,386245.1999079944,8.089340873849073,2388958020.8931265,2388958021.0
303.3286825983014,477696.5895254492,10.040569980220697,673916654.652159,673916655.0
307.0947574720485,392234.74842107773,8.21216000808073,1735996956.703771,1735996957.0
308.24482914598775,368456.98797770287,7.727756258120269,3211566355.888074,3211566356.0
328.88235352413176,450552.2999905,9.281514777253717,1040417483.5535934,1040417484.0
347.34928509929887,367571.38734689844,7.798524473864116,3179307701.9387674,3179307702.0
359.51446075794956,455029.28708627564,9.364703856532351,698960744.6676149,698960745.0
360.6745265514983,419859.2011303682,8.848178554529017,1338113938.8135815,1338113939.0
377.0805829261881,410618.3603826846,8.911713711592986,1394193946.905325,1394193947.0
390.9929164522764,477476.38516966684,10.040569980220697,616916654.6521592,616916655.0
409.32064303730294,415489.4108432804,8.72706103468291,1309033068.0988321,1309033068.0
419.9863184212081,416175.8074556339,8.853611638246896,1279611645.8893037,1279611646.0
429.2121919153069,423575.21351236274,8.911964010909289,1221861235.4635441,1221861235.0
429.2121919153069,420401.0763567951,8.814827838983968,1252033068.098832,1252033068.0
438.81579696910194,413630.9953360036,8.542368515752155,1313403161.8821445,1313403162.0
438.81579696910194,413630.9953360036,8.542368515752155,1313403161.8821445,1313403162.0
450.39360725221195,421215.8856454932,9.14226683699126,1215597152.0217214,1215597152.0
458.51622422243963,474748.52175393153,9.886071610987187,616916654.6521592,616916655.0
463.5135863926771,395345.024413987,8.253609149237365,1583523480.9964156,1583523481.0
464.44973917358584,395710.09865849745,8.306427066963675,1526523480.9964156,1526523481.0
466.2798126503694,419730.75446788326,8.888890440599056,1163792655.130395,1163792655.0
470.3709633751787,426614.76797650184,8.950755866773283,1107715023.1051755,1107715023.0
479.78948688969103,409274.41310232296,8.730344113046964,1333808526.09858,1333808526.0
486.9005022813217,414173.7260712314,8.612613912243498,1305954020.8519306,1305954021.0
502.6592623405668,417336.907142921,8.915976297287287,1135463182.3781443,1135463182.0
514.7419218216528,459488.1631277075,9.286155084953785,536413978.14241886,536413978.0
533.2997284075609,457792.4263043918,9.542942802904097,584960744.6676149,584960745.0
542.9117237573446,445645.86624966987,9.06396652135824,641960744.6676149,641960745.0
554.49965190699,444140.6283986897,9.658770394052537,738041980.9799384,738041981.0
566.2181324571648,451921.30142723036,9.278524234196409,610915852.1086643,610915852.0
579.3945894861608,453828.77241089114,9.89574181613722,606383491.2264469,606383491.0
589.7923063190465,408717.8351094674,8.755353806978649,1170367963.4162064,1170367963.0
600.0441599715559,458876.89767857525,9.729834081705693,503488811.6074629,503488812.0
605.9813344689974,445571.38061904674,9.048982646353918,584960744.6676149,584960745.0
613.9443677668023,401536.5761244286,8.586952811327638,1508818901.8176713,1508818902.0
613.9443677668023,401966.15348777536,8.638012088438774,1451818901.8176715,1451818902.0
619.1714876422193,397456.4444579908,8.151210457523408,1638725126.6068072,1638725127.0
619.7162898763781,418511.78688392625,8.72039871595373,1305658496.940978,1305658497.0
632.6199407362874,447162.95800745406,10.013436790648466,553150100.5152086,553150101.0
644.1048064250572,444744.5753013318,10.022169764269098,576224527.5477351,576224528.0
664.2129332580589,425190.5526196797,9.189894859634496,1107450372.1598697,1107450372.0
666.8468856310574,447603.69903179584,9.59426765167293,539225890.5419351,539225891.0
685.1545705351309,449037.81208773004,9.364069359531744,584242256.54008,584242257.0
693.1633603016307,406464.9627642144,8.645501499147699,1279750321.484522,1279750321.0
696.4958776663261,442996.27206309605,9.305571856395662,655598054.4187723,655598054.0
714.746284630899,465652.6400781069,9.813623694196298,493650499.4093474,493650499.0
745.796576927969,419816.2843126893,8.931193039206676,1122227911.8618016,1122227912.0
780.9226787270964,443362.9639386831,9.108829733565239,619777407.8744152,619777408.0
799.5660912171224,465735.8846993445,9.674500357264433,493650499.4093474,493650499.0
813.2287330842737,456228.3384483841,9.642374607175796,476947908.2628619,476947908.0
819.1676627655688,440608.7595037195,9.395894077438333,625976342.6866295,625976343.0
842.4027997325393,446059.3668804968,10.087938231026492,558519318.8141578,558519319.0
871.7512152111885,430958.89913605736,9.614138888310256,784363218.1761866,784363218.0
873.3544041000932,431428.13059361855,9.632931757651395,741469795.4706981,741469795.0
907.0477576332269,456977.94139428734,9.427175032679363,478470237.2601554,478470237.0
915.1760379205734,463190.8662409357,9.748871254193977,467109596.06474644,467109596.0
941.4448502983942,430685.75093982794,9.654782749563587,784363218.1761866,784363218.0
964.0383443185783,452956.24664789153,9.409529246511857,492059880.9321485,492059881.0
974.1206169901634,435676.7750237448,9.221312525193424,671259098.6290909,671259099.0
999.9958445067896,463274.1108621733,9.604913164236347,467109596.06474644,467109596.0
1027.048311970335,435691.65907996544,9.905739719690189,667314012.3621644,667314012.0
1040.4642767247424,434651.39127522265,9.470122408989036,667721011.580127,667721012.0
1074.7808196839396,452585.26262388116,9.430946187275403,517949652.8525141,517949653.0
1100.9840349445367,433442.7368835887,9.346155008372039,671087128.2796743,671087128.0
1134.8198508786445,433151.599590722,9.462787798201077,667721011.580127,667721012.0
1157.2498434802837,439849.6824062936,9.68373726103601,603213206.0231799,603213206.0
1178.8359990745594,438034.45883326425,9.080740608535407,578624445.8690118,578624446.0
1196.1698478870603,443843.24551564374,9.854165170373435,555518773.7664031,555518774.0
1224.7269481101466,431418.6066759098,9.151646095324296,641809357.2463648,641809357.0
1241.8217904632183,451003.0963210674,9.607733801516998,520357625.55908567,520357626.0
1249.1458652184738,432551.8388271504,9.472519256130866,641637386.8969482,641637387.0
1285.8859966327946,430140.3446205935,9.14755300824857,641809357.2463648,641809357.0
1310.3049137411217,431273.5767718341,9.471497348098795,641637386.8969482,641637387.0
1342.2356230402875,429953.07637661824,9.127769947642156,641809357.2463648,641809357.0
1342.2356230402875,429953.07637661824,9.127769947642156,641809357.2463648,641809357.0
1416.6894489275655,443033.7788688952,9.359462744925729,567416370.3261284,567416370.0
1426.1217009142783,440322.1187270473,9.457531427383646,551395719.2720088,551395719.0
1436.5911971941823,428453.2846921176,9.115506754140673,641809357.2463648,641809357.0
1462.8922762503207,439505.826957196,9.358499361343206,561612033.7036138,561612034.0
1593.8308847244261,437271.11944483744,9.463358177958437,587010993.992834,587010994.0
1602.8052227813096,428720.7895720619,9.200651127566754,614259098.629091,614259099.0
1697.1607969352044,427220.9978875612,9.18896296181084,614259098.629091,614259099.0
1701.4906063382368,436777.1102901731,10.114832835041367,595473051.7887543,595473052.0
1949.1410468336762,454857.00216083927,9.833996882515416,314333127.3849533,314333127.0
1949.1410468336762,454857.00216083927,9.833996882515416,314333127.3849533,314333127.0
