cell_id,row,col,centroid_x,centroid_y,geometry
624,63,16,406227.3738420745,3397981.7927185036,"POLYGON ((406477.3738420745 3397731.7927185036, 406477.3738420745 3398231.7927185036, 405977.3738420745 3398231.7927185036, 405977.3738420745 3397731.7927185036, 406477.3738420745 3397731.7927185036))"
625,64,16,406227.3738420745,3398481.7927185036,"POLYGON ((406477.3738420745 3398231.7927185036, 406477.3738420745 3398731.7927185036, 405977.3738420745 3398731.7927185036, 405977.3738420745 3398231.7927185036, 406477.3738420745 3398231.7927185036))"
626,65,16,406227.3738420745,3398981.7927185036,"POLYGON ((406477.3738420745 3398731.7927185036, 406477.3738420745 3399231.7927185036, 405977.3738420745 3399231.7927185036, 405977.3738420745 3398731.7927185036, 406477.3738420745 3398731.7927185036))"
627,66,16,406227.3738420745,3399481.7927185036,"POLYGON ((406477.3738420745 3399231.7927185036, 406477.3738420745 3399731.7927185036, 405977.3738420745 3399731.7927185036, 405977.3738420745 3399231.7927185036, 406477.3738420745 3399231.7927185036))"
628,67,16,406227.3738420745,3399981.7927185036,"POLYGON ((406477.3738420745 3399731.7927185036, 406477.3738420745 3400231.7927185036, 405977.3738420745 3400231.7927185036, 405977.3738420745 3399731.7927185036, 406477.3738420745 3399731.7927185036))"
629,68,16,406227.3738420745,3400481.7927185036,"POLYGON ((406477.3738420745 3400231.7927185036, 406477.3738420745 3400731.7927185036, 405977.3738420745 3400731.7927185036, 405977.3738420745 3400231.7927185036, 406477.3738420745 3400231.7927185036))"
630,69,16,406227.3738420745,3400981.7927185036,"POLYGON ((406477.3738420745 3400731.7927185036, 406477.3738420745 3401231.7927185036, 405977.3738420745 3401231.7927185036, 405977.3738420745 3400731.7927185036, 406477.3738420745 3400731.7927185036))"
631,70,16,406227.3738420745,3401481.7927185036,"POLYGON ((406477.3738420745 3401231.7927185036, 406477.3738420745 3401731.7927185036, 405977.3738420745 3401731.7927185036, 405977.3738420745 3401231.7927185036, 406477.3738420745 3401231.7927185036))"
632,71,16,406227.3738420745,3401981.7927185036,"POLYGON ((406477.3738420745 3401731.7927185036, 406477.3738420745 3402231.7927185036, 405977.3738420745 3402231.7927185036, 405977.3738420745 3401731.7927185036, 406477.3738420745 3401731.7927185036))"
633,72,16,406227.3738420745,3402481.7927185036,"POLYGON ((406477.3738420745 3402231.7927185036, 406477.3738420745 3402731.7927185036, 405977.3738420745 3402731.7927185036, 405977.3738420745 3402231.7927185036, 406477.3738420745 3402231.7927185036))"
634,73,16,406227.3738420745,3402981.7927185036,"POLYGON ((406477.3738420745 3402731.7927185036, 406477.3738420745 3403231.7927185036, 405977.3738420745 3403231.7927185036, 405977.3738420745 3402731.7927185036, 406477.3738420745 3402731.7927185036))"
635,4,17,406727.3738420745,3368481.7927185036,"POLYGON ((406977.3738420745 3368231.7927185036, 406977.3738420745 3368731.7927185036, 406477.3738420745 3368731.7927185036, 406477.3738420745 3368231.7927185036, 406977.3738420745 3368231.7927185036))"
636,5,17,406727.3738420745,3368981.7927185036,"POLYGON ((406977.3738420745 3368731.7927185036, 406977.3738420745 3369231.7927185036, 406477.3738420745 3369231.7927185036, 406477.3738420745 3368731.7927185036, 406977.3738420745 3368731.7927185036))"
637,6,17,406727.3738420745,3369481.7927185036,"POLYGON ((406977.3738420745 3369231.7927185036, 406977.3738420745 3369731.7927185036, 406477.3738420745 3369731.7927185036, 406477.3738420745 3369231.7927185036, 406977.3738420745 3369231.7927185036))"
638,7,17,406727.3738420745,3369981.7927185036,"POLYGON ((406977.3738420745 3369731.7927185036, 406977.3738420745 3370231.7927185036, 406477.3738420745 3370231.7927185036, 406477.3738420745 3369731.7927185036, 406977.3738420745 3369731.7927185036))"
639,8,17,406727.3738420745,3370481.7927185036,"POLYGON ((406977.3738420745 3370231.7927185036, 406977.3738420745 3370731.7927185036, 406477.3738420745 3370731.7927185036, 406477.3738420745 3370231.7927185036, 406977.3738420745 3370231.7927185036))"
640,9,17,406727.3738420745,3370981.7927185036,"POLYGON ((406977.3738420745 3370731.7927185036, 406977.3738420745 3371231.7927185036, 406477.3738420745 3371231.7927185036, 406477.3738420745 3370731.7927185036, 406977.3738420745 3370731.7927185036))"
641,10,17,406727.3738420745,3371481.7927185036,"POLYGON ((406977.3738420745 3371231.7927185036, 406977.3738420745 3371731.7927185036, 406477.3738420745 3371731.7927185036, 406477.3738420745 3371231.7927185036, 406977.3738420745 3371231.7927185036))"
642,11,17,406727.3738420745,3371981.7927185036,"POLYGON ((406977.3738420745 3371731.7927185036, 406977.3738420745 3372231.7927185036, 406477.3738420745 3372231.7927185036, 406477.3738420745 3371731.7927185036, 406977.3738420745 3371731.7927185036))"
643,12,17,406727.3738420745,3372481.7927185036,"POLYGON ((406977.3738420745 3372231.7927185036, 406977.3738420745 3372731.7927185036, 406477.3738420745 3372731.7927185036, 406477.3738420745 3372231.7927185036, 406977.3738420745 3372231.7927185036))"
644,13,17,406727.3738420745,3372981.7927185036,"POLYGON ((406977.3738420745 3372731.7927185036, 406977.3738420745 3373231.7927185036, 406477.3738420745 3373231.7927185036, 406477.3738420745 3372731.7927185036, 406977.3738420745 3372731.7927185036))"
645,14,17,406727.3738420745,3373481.7927185036,"POLYGON ((406977.3738420745 3373231.7927185036, 406977.3738420745 3373731.7927185036, 406477.3738420745 3373731.7927185036, 406477.3738420745 3373231.7927185036, 406977.3738420745 3373231.7927185036))"
646,15,17,406727.3738420745,3373981.7927185036,"POLYGON ((406977.3738420745 3373731.7927185036, 406977.3738420745 3374231.7927185036, 406477.3738420745 3374231.7927185036, 406477.3738420745 3373731.7927185036, 406977.3738420745 3373731.7927185036))"
647,16,17,406727.3738420745,3374481.7927185036,"POLYGON ((406977.3738420745 3374231.7927185036, 406977.3738420745 3374731.7927185036, 406477.3738420745 3374731.7927185036, 406477.3738420745 3374231.7927185036, 406977.3738420745 3374231.7927185036))"
648,17,17,406727.3738420745,3374981.7927185036,"POLYGON ((406977.3738420745 3374731.7927185036, 406977.3738420745 3375231.7927185036, 406477.3738420745 3375231.7927185036, 406477.3738420745 3374731.7927185036, 406977.3738420745 3374731.7927185036))"
649,18,17,406727.3738420745,3375481.7927185036,"POLYGON ((406977.3738420745 3375231.7927185036, 406977.3738420745 3375731.7927185036, 406477.3738420745 3375731.7927185036, 406477.3738420745 3375231.7927185036, 406977.3738420745 3375231.7927185036))"
650,19,17,406727.3738420745,3375981.7927185036,"POLYGON ((406977.3738420745 3375731.7927185036, 406977.3738420745 3376231.7927185036, 406477.3738420745 3376231.7927185036, 406477.3738420745 3375731.7927185036, 406977.3738420745 3375731.7927185036))"
651,20,17,406727.3738420745,3376481.7927185036,"POLYGON ((406977.3738420745 3376231.7927185036, 406977.3738420745 3376731.7927185036, 406477.3738420745 3376731.7927185036, 406477.3738420745 3376231.7927185036, 406977.3738420745 3376231.7927185036))"
652,21,17,406727.3738420745,3376981.7927185036,"POLYGON ((406977.3738420745 3376731.7927185036, 406977.3738420745 3377231.7927185036, 406477.3738420745 3377231.7927185036, 406477.3738420745 3376731.7927185036, 406977.3738420745 3376731.7927185036))"
653,22,17,406727.3738420745,3377481.7927185036,"POLYGON ((406977.3738420745 3377231.7927185036, 406977.3738420745 3377731.7927185036, 406477.3738420745 3377731.7927185036, 406477.3738420745 3377231.7927185036, 406977.3738420745 3377231.7927185036))"
654,23,17,406727.3738420745,3377981.7927185036,"POLYGON ((406977.3738420745 3377731.7927185036, 406977.3738420745 3378231.7927185036, 406477.3738420745 3378231.7927185036, 406477.3738420745 3377731.7927185036, 406977.3738420745 3377731.7927185036))"
655,24,17,406727.3738420745,3378481.7927185036,"POLYGON ((406977.3738420745 3378231.7927185036, 406977.3738420745 3378731.7927185036, 406477.3738420745 3378731.7927185036, 406477.3738420745 3378231.7927185036, 406977.3738420745 3378231.7927185036))"
656,25,17,406727.3738420745,3378981.7927185036,"POLYGON ((406977.3738420745 3378731.7927185036, 406977.3738420745 3379231.7927185036, 406477.3738420745 3379231.7927185036, 406477.3738420745 3378731.7927185036, 406977.3738420745 3378731.7927185036))"
657,26,17,406727.3738420745,3379481.7927185036,"POLYGON ((406977.3738420745 3379231.7927185036, 406977.3738420745 3379731.7927185036, 406477.3738420745 3379731.7927185036, 406477.3738420745 3379231.7927185036, 406977.3738420745 3379231.7927185036))"
658,27,17,406727.3738420745,3379981.7927185036,"POLYGON ((406977.3738420745 3379731.7927185036, 406977.3738420745 3380231.7927185036, 406477.3738420745 3380231.7927185036, 406477.3738420745 3379731.7927185036, 406977.3738420745 3379731.7927185036))"
659,28,17,406727.3738420745,3380481.7927185036,"POLYGON ((406977.3738420745 3380231.7927185036, 406977.3738420745 3380731.7927185036, 406477.3738420745 3380731.7927185036, 406477.3738420745 3380231.7927185036, 406977.3738420745 3380231.7927185036))"
660,29,17,406727.3738420745,3380981.7927185036,"POLYGON ((406977.3738420745 3380731.7927185036, 406977.3738420745 3381231.7927185036, 406477.3738420745 3381231.7927185036, 406477.3738420745 3380731.7927185036, 406977.3738420745 3380731.7927185036))"
661,30,17,406727.3738420745,3381481.7927185036,"POLYGON ((406977.3738420745 3381231.7927185036, 406977.3738420745 3381731.7927185036, 406477.3738420745 3381731.7927185036, 406477.3738420745 3381231.7927185036, 406977.3738420745 3381231.7927185036))"
662,31,17,406727.3738420745,3381981.7927185036,"POLYGON ((406977.3738420745 3381731.7927185036, 406977.3738420745 3382231.7927185036, 406477.3738420745 3382231.7927185036, 406477.3738420745 3381731.7927185036, 406977.3738420745 3381731.7927185036))"
663,32,17,406727.3738420745,3382481.7927185036,"POLYGON ((406977.3738420745 3382231.7927185036, 406977.3738420745 3382731.7927185036, 406477.3738420745 3382731.7927185036, 406477.3738420745 3382231.7927185036, 406977.3738420745 3382231.7927185036))"
664,33,17,406727.3738420745,3382981.7927185036,"POLYGON ((406977.3738420745 3382731.7927185036, 406977.3738420745 3383231.7927185036, 406477.3738420745 3383231.7927185036, 406477.3738420745 3382731.7927185036, 406977.3738420745 3382731.7927185036))"
665,34,17,406727.3738420745,3383481.7927185036,"POLYGON ((406977.3738420745 3383231.7927185036, 406977.3738420745 3383731.7927185036, 406477.3738420745 3383731.7927185036, 406477.3738420745 3383231.7927185036, 406977.3738420745 3383231.7927185036))"
666,35,17,406727.3738420745,3383981.7927185036,"POLYGON ((406977.3738420745 3383731.7927185036, 406977.3738420745 3384231.7927185036, 406477.3738420745 3384231.7927185036, 406477.3738420745 3383731.7927185036, 406977.3738420745 3383731.7927185036))"
667,36,17,406727.3738420745,3384481.7927185036,"POLYGON ((406977.3738420745 3384231.7927185036, 406977.3738420745 3384731.7927185036, 406477.3738420745 3384731.7927185036, 406477.3738420745 3384231.7927185036, 406977.3738420745 3384231.7927185036))"
668,37,17,406727.3738420745,3384981.7927185036,"POLYGON ((406977.3738420745 3384731.7927185036, 406977.3738420745 3385231.7927185036, 406477.3738420745 3385231.7927185036, 406477.3738420745 3384731.7927185036, 406977.3738420745 3384731.7927185036))"
669,38,17,406727.3738420745,3385481.7927185036,"POLYGON ((406977.3738420745 3385231.7927185036, 406977.3738420745 3385731.7927185036, 406477.3738420745 3385731.7927185036, 406477.3738420745 3385231.7927185036, 406977.3738420745 3385231.7927185036))"
670,39,17,406727.3738420745,3385981.7927185036,"POLYGON ((406977.3738420745 3385731.7927185036, 406977.3738420745 3386231.7927185036, 406477.3738420745 3386231.7927185036, 406477.3738420745 3385731.7927185036, 406977.3738420745 3385731.7927185036))"
671,40,17,406727.3738420745,3386481.7927185036,"POLYGON ((406977.3738420745 3386231.7927185036, 406977.3738420745 3386731.7927185036, 406477.3738420745 3386731.7927185036, 406477.3738420745 3386231.7927185036, 406977.3738420745 3386231.7927185036))"
672,41,17,406727.3738420745,3386981.7927185036,"POLYGON ((406977.3738420745 3386731.7927185036, 406977.3738420745 3387231.7927185036, 406477.3738420745 3387231.7927185036, 406477.3738420745 3386731.7927185036, 406977.3738420745 3386731.7927185036))"
673,42,17,406727.3738420745,3387481.7927185036,"POLYGON ((406977.3738420745 3387231.7927185036, 406977.3738420745 3387731.7927185036, 406477.3738420745 3387731.7927185036, 406477.3738420745 3387231.7927185036, 406977.3738420745 3387231.7927185036))"
674,43,17,406727.3738420745,3387981.7927185036,"POLYGON ((406977.3738420745 3387731.7927185036, 406977.3738420745 3388231.7927185036, 406477.3738420745 3388231.7927185036, 406477.3738420745 3387731.7927185036, 406977.3738420745 3387731.7927185036))"
675,44,17,406727.3738420745,3388481.7927185036,"POLYGON ((406977.3738420745 3388231.7927185036, 406977.3738420745 3388731.7927185036, 406477.3738420745 3388731.7927185036, 406477.3738420745 3388231.7927185036, 406977.3738420745 3388231.7927185036))"
676,45,17,406727.3738420745,3388981.7927185036,"POLYGON ((406977.3738420745 3388731.7927185036, 406977.3738420745 3389231.7927185036, 406477.3738420745 3389231.7927185036, 406477.3738420745 3388731.7927185036, 406977.3738420745 3388731.7927185036))"
677,46,17,406727.3738420745,3389481.7927185036,"POLYGON ((406977.3738420745 3389231.7927185036, 406977.3738420745 3389731.7927185036, 406477.3738420745 3389731.7927185036, 406477.3738420745 3389231.7927185036, 406977.3738420745 3389231.7927185036))"
678,47,17,406727.3738420745,3389981.7927185036,"POLYGON ((406977.3738420745 3389731.7927185036, 406977.3738420745 3390231.7927185036, 406477.3738420745 3390231.7927185036, 406477.3738420745 3389731.7927185036, 406977.3738420745 3389731.7927185036))"
679,48,17,406727.3738420745,3390481.7927185036,"POLYGON ((406977.3738420745 3390231.7927185036, 406977.3738420745 3390731.7927185036, 406477.3738420745 3390731.7927185036, 406477.3738420745 3390231.7927185036, 406977.3738420745 3390231.7927185036))"
680,49,17,406727.3738420745,3390981.7927185036,"POLYGON ((406977.3738420745 3390731.7927185036, 406977.3738420745 3391231.7927185036, 406477.3738420745 3391231.7927185036, 406477.3738420745 3390731.7927185036, 406977.3738420745 3390731.7927185036))"
681,50,17,406727.3738420745,3391481.7927185036,"POLYGON ((406977.3738420745 3391231.7927185036, 406977.3738420745 3391731.7927185036, 406477.3738420745 3391731.7927185036, 406477.3738420745 3391231.7927185036, 406977.3738420745 3391231.7927185036))"
682,51,17,406727.3738420745,3391981.7927185036,"POLYGON ((406977.3738420745 3391731.7927185036, 406977.3738420745 3392231.7927185036, 406477.3738420745 3392231.7927185036, 406477.3738420745 3391731.7927185036, 406977.3738420745 3391731.7927185036))"
683,52,17,406727.3738420745,3392481.7927185036,"POLYGON ((406977.3738420745 3392231.7927185036, 406977.3738420745 3392731.7927185036, 406477.3738420745 3392731.7927185036, 406477.3738420745 3392231.7927185036, 406977.3738420745 3392231.7927185036))"
684,53,17,406727.3738420745,3392981.7927185036,"POLYGON ((406977.3738420745 3392731.7927185036, 406977.3738420745 3393231.7927185036, 406477.3738420745 3393231.7927185036, 406477.3738420745 3392731.7927185036, 406977.3738420745 3392731.7927185036))"
685,54,17,406727.3738420745,3393481.7927185036,"POLYGON ((406977.3738420745 3393231.7927185036, 406977.3738420745 3393731.7927185036, 406477.3738420745 3393731.7927185036, 406477.3738420745 3393231.7927185036, 406977.3738420745 3393231.7927185036))"
686,55,17,406727.3738420745,3393981.7927185036,"POLYGON ((406977.3738420745 3393731.7927185036, 406977.3738420745 3394231.7927185036, 406477.3738420745 3394231.7927185036, 406477.3738420745 3393731.7927185036, 406977.3738420745 3393731.7927185036))"
687,56,17,406727.3738420745,3394481.7927185036,"POLYGON ((406977.3738420745 3394231.7927185036, 406977.3738420745 3394731.7927185036, 406477.3738420745 3394731.7927185036, 406477.3738420745 3394231.7927185036, 406977.3738420745 3394231.7927185036))"
688,57,17,406727.3738420745,3394981.7927185036,"POLYGON ((406977.3738420745 3394731.7927185036, 406977.3738420745 3395231.7927185036, 406477.3738420745 3395231.7927185036, 406477.3738420745 3394731.7927185036, 406977.3738420745 3394731.7927185036))"
689,58,17,406727.3738420745,3395481.7927185036,"POLYGON ((406977.3738420745 3395231.7927185036, 406977.3738420745 3395731.7927185036, 406477.3738420745 3395731.7927185036, 406477.3738420745 3395231.7927185036, 406977.3738420745 3395231.7927185036))"
690,59,17,406727.3738420745,3395981.7927185036,"POLYGON ((406977.3738420745 3395731.7927185036, 406977.3738420745 3396231.7927185036, 406477.3738420745 3396231.7927185036, 406477.3738420745 3395731.7927185036, 406977.3738420745 3395731.7927185036))"
691,60,17,406727.3738420745,3396481.7927185036,"POLYGON ((406977.3738420745 3396231.7927185036, 406977.3738420745 3396731.7927185036, 406477.3738420745 3396731.7927185036, 406477.3738420745 3396231.7927185036, 406977.3738420745 3396231.7927185036))"
692,61,17,406727.3738420745,3396981.7927185036,"POLYGON ((406977.3738420745 3396731.7927185036, 406977.3738420745 3397231.7927185036, 406477.3738420745 3397231.7927185036, 406477.3738420745 3396731.7927185036, 406977.3738420745 3396731.7927185036))"
693,62,17,406727.3738420745,3397481.7927185036,"POLYGON ((406977.3738420745 3397231.7927185036, 406977.3738420745 3397731.7927185036, 406477.3738420745 3397731.7927185036, 406477.3738420745 3397231.7927185036, 406977.3738420745 3397231.7927185036))"
694,63,17,406727.3738420745,3397981.7927185036,"POLYGON ((406977.3738420745 3397731.7927185036, 406977.3738420745 3398231.7927185036, 406477.3738420745 3398231.7927185036, 406477.3738420745 3397731.7927185036, 406977.3738420745 3397731.7927185036))"
695,64,17,406727.3738420745,3398481.7927185036,"POLYGON ((406977.3738420745 3398231.7927185036, 406977.3738420745 3398731.7927185036, 406477.3738420745 3398731.7927185036, 406477.3738420745 3398231.7927185036, 406977.3738420745 3398231.7927185036))"
696,65,17,406727.3738420745,3398981.7927185036,"POLYGON ((406977.3738420745 3398731.7927185036, 406977.3738420745 3399231.7927185036, 406477.3738420745 3399231.7927185036, 406477.3738420745 3398731.7927185036, 406977.3738420745 3398731.7927185036))"
697,66,17,406727.3738420745,3399481.7927185036,"POLYGON ((406977.3738420745 3399231.7927185036, 406977.3738420745 3399731.7927185036, 406477.3738420745 3399731.7927185036, 406477.3738420745 3399231.7927185036, 406977.3738420745 3399231.7927185036))"
698,67,17,406727.3738420745,3399981.7927185036,"POLYGON ((406977.3738420745 3399731.7927185036, 406977.3738420745 3400231.7927185036, 406477.3738420745 3400231.7927185036, 406477.3738420745 3399731.7927185036, 406977.3738420745 3399731.7927185036))"
699,68,17,406727.3738420745,3400481.7927185036,"POLYGON ((406977.3738420745 3400231.7927185036, 406977.3738420745 3400731.7927185036, 406477.3738420745 3400731.7927185036, 406477.3738420745 3400231.7927185036, 406977.3738420745 3400231.7927185036))"
700,69,17,406727.3738420745,3400981.7927185036,"POLYGON ((406977.3738420745 3400731.7927185036, 406977.3738420745 3401231.7927185036, 406477.3738420745 3401231.7927185036, 406477.3738420745 3400731.7927185036, 406977.3738420745 3400731.7927185036))"
701,70,17,406727.3738420745,3401481.7927185036,"POLYGON ((406977.3738420745 3401231.7927185036, 406977.3738420745 3401731.7927185036, 406477.3738420745 3401731.7927185036, 406477.3738420745 3401231.7927185036, 406977.3738420745 3401231.7927185036))"
702,71,17,406727.3738420745,3401981.7927185036,"POLYGON ((406977.3738420745 3401731.7927185036, 406977.3738420745 3402231.7927185036, 406477.3738420745 3402231.7927185036, 406477.3738420745 3401731.7927185036, 406977.3738420745 3401731.7927185036))"
703,72,17,406727.3738420745,3402481.7927185036,"POLYGON ((406977.3738420745 3402231.7927185036, 406977.3738420745 3402731.7927185036, 406477.3738420745 3402731.7927185036, 406477.3738420745 3402231.7927185036, 406977.3738420745 3402231.7927185036))"
704,73,17,406727.3738420745,3402981.7927185036,"POLYGON ((406977.3738420745 3402731.7927185036, 406977.3738420745 3403231.7927185036, 406477.3738420745 3403231.7927185036, 406477.3738420745 3402731.7927185036, 406977.3738420745 3402731.7927185036))"
705,3,18,407227.3738420745,3367981.7927185036,"POLYGON ((407477.3738420745 3367731.7927185036, 407477.3738420745 3368231.7927185036, 406977.3738420745 3368231.7927185036, 406977.3738420745 3367731.7927185036, 407477.3738420745 3367731.7927185036))"
706,4,18,407227.3738420745,3368481.7927185036,"POLYGON ((407477.3738420745 3368231.7927185036, 407477.3738420745 3368731.7927185036, 406977.3738420745 3368731.7927185036, 406977.3738420745 3368231.7927185036, 407477.3738420745 3368231.7927185036))"
707,5,18,407227.3738420745,3368981.7927185036,"POLYGON ((407477.3738420745 3368731.7927185036, 407477.3738420745 3369231.7927185036, 406977.3738420745 3369231.7927185036, 406977.3738420745 3368731.7927185036, 407477.3738420745 3368731.7927185036))"
708,6,18,407227.3738420745,3369481.7927185036,"POLYGON ((407477.3738420745 3369231.7927185036, 407477.3738420745 3369731.7927185036, 406977.3738420745 3369731.7927185036, 406977.3738420745 3369231.7927185036, 407477.3738420745 3369231.7927185036))"
709,7,18,407227.3738420745,3369981.7927185036,"POLYGON ((407477.3738420745 3369731.7927185036, 407477.3738420745 3370231.7927185036, 406977.3738420745 3370231.7927185036, 406977.3738420745 3369731.7927185036, 407477.3738420745 3369731.7927185036))"
710,8,18,407227.3738420745,3370481.7927185036,"POLYGON ((407477.3738420745 3370231.7927185036, 407477.3738420745 3370731.7927185036, 406977.3738420745 3370731.7927185036, 406977.3738420745 3370231.7927185036, 407477.3738420745 3370231.7927185036))"
711,9,18,407227.3738420745,3370981.7927185036,"POLYGON ((407477.3738420745 3370731.7927185036, 407477.3738420745 3371231.7927185036, 406977.3738420745 3371231.7927185036, 406977.3738420745 3370731.7927185036, 407477.3738420745 3370731.7927185036))"
712,10,18,407227.3738420745,3371481.7927185036,"POLYGON ((407477.3738420745 3371231.7927185036, 407477.3738420745 3371731.7927185036, 406977.3738420745 3371731.7927185036, 406977.3738420745 3371231.7927185036, 407477.3738420745 3371231.7927185036))"
713,11,18,407227.3738420745,3371981.7927185036,"POLYGON ((407477.3738420745 3371731.7927185036, 407477.3738420745 3372231.7927185036, 406977.3738420745 3372231.7927185036, 406977.3738420745 3371731.7927185036, 407477.3738420745 3371731.7927185036))"
714,12,18,407227.3738420745,3372481.7927185036,"POLYGON ((407477.3738420745 3372231.7927185036, 407477.3738420745 3372731.7927185036, 406977.3738420745 3372731.7927185036, 406977.3738420745 3372231.7927185036, 407477.3738420745 3372231.7927185036))"
715,13,18,407227.3738420745,3372981.7927185036,"POLYGON ((407477.3738420745 3372731.7927185036, 407477.3738420745 3373231.7927185036, 406977.3738420745 3373231.7927185036, 406977.3738420745 3372731.7927185036, 407477.3738420745 3372731.7927185036))"
716,14,18,407227.3738420745,3373481.7927185036,"POLYGON ((407477.3738420745 3373231.7927185036, 407477.3738420745 3373731.7927185036, 406977.3738420745 3373731.7927185036, 406977.3738420745 3373231.7927185036, 407477.3738420745 3373231.7927185036))"
717,15,18,407227.3738420745,3373981.7927185036,"POLYGON ((407477.3738420745 3373731.7927185036, 407477.3738420745 3374231.7927185036, 406977.3738420745 3374231.7927185036, 406977.3738420745 3373731.7927185036, 407477.3738420745 3373731.7927185036))"
718,16,18,407227.3738420745,3374481.7927185036,"POLYGON ((407477.3738420745 3374231.7927185036, 407477.3738420745 3374731.7927185036, 406977.3738420745 3374731.7927185036, 406977.3738420745 3374231.7927185036, 407477.3738420745 3374231.7927185036))"
719,17,18,407227.3738420745,3374981.7927185036,"POLYGON ((407477.3738420745 3374731.7927185036, 407477.3738420745 3375231.7927185036, 406977.3738420745 3375231.7927185036, 406977.3738420745 3374731.7927185036, 407477.3738420745 3374731.7927185036))"
720,18,18,407227.3738420745,3375481.7927185036,"POLYGON ((407477.3738420745 3375231.7927185036, 407477.3738420745 3375731.7927185036, 406977.3738420745 3375731.7927185036, 406977.3738420745 3375231.7927185036, 407477.3738420745 3375231.7927185036))"
721,19,18,407227.3738420745,3375981.7927185036,"POLYGON ((407477.3738420745 3375731.7927185036, 407477.3738420745 3376231.7927185036, 406977.3738420745 3376231.7927185036, 406977.3738420745 3375731.7927185036, 407477.3738420745 3375731.7927185036))"
722,20,18,407227.3738420745,3376481.7927185036,"POLYGON ((407477.3738420745 3376231.7927185036, 407477.3738420745 3376731.7927185036, 406977.3738420745 3376731.7927185036, 406977.3738420745 3376231.7927185036, 407477.3738420745 3376231.7927185036))"
723,21,18,407227.3738420745,3376981.7927185036,"POLYGON ((407477.3738420745 3376731.7927185036, 407477.3738420745 3377231.7927185036, 406977.3738420745 3377231.7927185036, 406977.3738420745 3376731.7927185036, 407477.3738420745 3376731.7927185036))"
724,22,18,407227.3738420745,3377481.7927185036,"POLYGON ((407477.3738420745 3377231.7927185036, 407477.3738420745 3377731.7927185036, 406977.3738420745 3377731.7927185036, 406977.3738420745 3377231.7927185036, 407477.3738420745 3377231.7927185036))"
725,23,18,407227.3738420745,3377981.7927185036,"POLYGON ((407477.3738420745 3377731.7927185036, 407477.3738420745 3378231.7927185036, 406977.3738420745 3378231.7927185036, 406977.3738420745 3377731.7927185036, 407477.3738420745 3377731.7927185036))"
726,24,18,407227.3738420745,3378481.7927185036,"POLYGON ((407477.3738420745 3378231.7927185036, 407477.3738420745 3378731.7927185036, 406977.3738420745 3378731.7927185036, 406977.3738420745 3378231.7927185036, 407477.3738420745 3378231.7927185036))"
727,25,18,407227.3738420745,3378981.7927185036,"POLYGON ((407477.3738420745 3378731.7927185036, 407477.3738420745 3379231.7927185036, 406977.3738420745 3379231.7927185036, 406977.3738420745 3378731.7927185036, 407477.3738420745 3378731.7927185036))"
728,26,18,407227.3738420745,3379481.7927185036,"POLYGON ((407477.3738420745 3379231.7927185036, 407477.3738420745 3379731.7927185036, 406977.3738420745 3379731.7927185036, 406977.3738420745 3379231.7927185036, 407477.3738420745 3379231.7927185036))"
729,27,18,407227.3738420745,3379981.7927185036,"POLYGON ((407477.3738420745 3379731.7927185036, 407477.3738420745 3380231.7927185036, 406977.3738420745 3380231.7927185036, 406977.3738420745 3379731.7927185036, 407477.3738420745 3379731.7927185036))"
730,28,18,407227.3738420745,3380481.7927185036,"POLYGON ((407477.3738420745 3380231.7927185036, 407477.3738420745 3380731.7927185036, 406977.3738420745 3380731.7927185036, 406977.3738420745 3380231.7927185036, 407477.3738420745 3380231.7927185036))"
731,29,18,407227.3738420745,3380981.7927185036,"POLYGON ((407477.3738420745 3380731.7927185036, 407477.3738420745 3381231.7927185036, 406977.3738420745 3381231.7927185036, 406977.3738420745 3380731.7927185036, 407477.3738420745 3380731.7927185036))"
732,30,18,407227.3738420745,3381481.7927185036,"POLYGON ((407477.3738420745 3381231.7927185036, 407477.3738420745 3381731.7927185036, 406977.3738420745 3381731.7927185036, 406977.3738420745 3381231.7927185036, 407477.3738420745 3381231.7927185036))"
733,31,18,407227.3738420745,3381981.7927185036,"POLYGON ((407477.3738420745 3381731.7927185036, 407477.3738420745 3382231.7927185036, 406977.3738420745 3382231.7927185036, 406977.3738420745 3381731.7927185036, 407477.3738420745 3381731.7927185036))"
734,32,18,407227.3738420745,3382481.7927185036,"POLYGON ((407477.3738420745 3382231.7927185036, 407477.3738420745 3382731.7927185036, 406977.3738420745 3382731.7927185036, 406977.3738420745 3382231.7927185036, 407477.3738420745 3382231.7927185036))"
735,33,18,407227.3738420745,3382981.7927185036,"POLYGON ((407477.3738420745 3382731.7927185036, 407477.3738420745 3383231.7927185036, 406977.3738420745 3383231.7927185036, 406977.3738420745 3382731.7927185036, 407477.3738420745 3382731.7927185036))"
736,34,18,407227.3738420745,3383481.7927185036,"POLYGON ((407477.3738420745 3383231.7927185036, 407477.3738420745 3383731.7927185036, 406977.3738420745 3383731.7927185036, 406977.3738420745 3383231.7927185036, 407477.3738420745 3383231.7927185036))"
737,35,18,407227.3738420745,3383981.7927185036,"POLYGON ((407477.3738420745 3383731.7927185036, 407477.3738420745 3384231.7927185036, 406977.3738420745 3384231.7927185036, 406977.3738420745 3383731.7927185036, 407477.3738420745 3383731.7927185036))"
