n_candidates,n_rooftop,n_ground,n_clusters,total_population,total_demand,ip_status,ip_n_sites_all,ip_n_sites,ip_cost,ip_n_core_unreachable,pareto_size,elapsed_s,pop_size,n_gen,seed,pareto_unserved_min,pareto_unserved_max,pareto_time_min,pareto_inequity_min,pareto_inequity_max,pareto_cost_min,pareto_cost_max,equity_gap_ratio,knee_sel,knee_n_sites,knee_total_cost_cny,knee_demand_coverage_pct,knee_population_coverage_pct,knee_mean_access_time_min,knee_worst_group_access_time_min,knee_equity_gini,knee_group_gap_min,knee_group_gap_served_min,knee_n_groups_unserved,knee_groups_all_served,knee_worst_group_access_time_served_min,elapsed_s_sd,elapsed_s_n,pareto_unserved_min_sd,pareto_unserved_min_n,pareto_unserved_max_sd,pareto_unserved_max_n,pareto_time_min_sd,pareto_time_min_n,pareto_inequity_min_sd,pareto_inequity_min_n,pareto_inequity_max_sd,pareto_inequity_max_n,pareto_cost_min_sd,pareto_cost_min_n,pareto_cost_max_sd,pareto_cost_max_n,equity_gap_ratio_sd,equity_gap_ratio_n,knee_n_sites_sd,knee_n_sites_n,knee_total_cost_cny_sd,knee_total_cost_cny_n,knee_demand_coverage_pct_sd,knee_demand_coverage_pct_n,knee_population_coverage_pct_sd,knee_population_coverage_pct_n,knee_mean_access_time_min_sd,knee_mean_access_time_min_n,knee_worst_group_access_time_min_sd,knee_worst_group_access_time_min_n,knee_equity_gini_sd,knee_equity_gini_n,knee_group_gap_min_sd,knee_group_gap_min_n,knee_group_gap_served_min_sd,knee_group_gap_served_min_n,knee_n_groups_unserved_sd,knee_n_groups_unserved_n,knee_worst_group_access_time_served_min_sd,knee_worst_group_access_time_served_min_n,n_reps,parameter,value,ok,run_fingerprint
1275.0,329.0,946.0,5.0,7712263.157209304,50336.68439047781,"{'cost_priority': 'Optimal', 'coverage_priority': 'Optimal'}","{'cost_priority': 10, 'coverage_priority': 10}","[10, 10]","[253717542.6374217, 459173345.28176427]","{'cost_priority': 0, 'coverage_priority': 0}",80.0,56.25,80.0,60.0,46.5,6.06135792694622,1829.0109480438,284729.140182319,5.972889917574317,10.358303255497502,253717542.6374217,19917380971.73577,1.7347201148140168,"[3, 33, 34, 41, 46, 54, 63, 65, 66, 75, 76, 99, 108, 110, 119, 120, 123, 124, 125, 126, 127, 137, 138, 141, 156, 158, 165, 169, 170, 182, 185, 192, 197, 198, 199, 224, 237, 240, 244, 248, 252, 255, 259, 262, 264, 268, 270, 278, 282, 287, 321, 333, 335, 343, 358, 363, 367, 375, 385, 392, 402, 403, 406, 408, 418, 421, 451, 453, 454, 461, 465, 475, 482, 483, 510, 516, 523, 525, 530, 540, 553, 554, 556, 559, 560, 562, 569, 578, 603, 614, 616, 619, 621, 622, 646, 649, 652, 665, 668, 672, 674, 676, 682, 689, 692, 697, 701, 706, 715, 716, 733, 735, 737, 748, 754, 767, 770, 778, 782, 793, 812, 821, 854, 855, 858, 877, 879, 882, 883, 887, 891, 896, 900, 911, 915, 916, 918, 920, 922, 923, 932, 947, 951, 975, 976, 984, 1005, 1020, 1026, 1048, 1071, 1087, 1094, 1110, 1121, 1123, 1125, 1134, 1136, 1142, 1143, 1146, 1152, 1161, 1163, 1166, 1167, 1175, 1182, 1188, 1194, 1202, 1213, 1216, 1226, 1227, 1231, 1236, 1246, 1248, 1251, 1255, 1260, 1266, 1271]",49.1,2255215459.248989,99.54578406077007,99.4957435185721,8.887285804748535,9.541919347760029,0.0287539399410041,1.2304358040524797,1.2304358040524797,0.0,True,9.541919347760029,44.3387528015843,10.0,3.441681222234532,10.0,3.757594112127524e-12,10.0,3930.467554072346,10.0,0.0865046515181287,10.0,0.2205036157572206,10.0,0.0,10.0,894183086.4071169,10.0,0.0515929055131403,10.0,55.378395305991546,10.0,2954388735.164277,10.0,0.3395197530466938,10.0,0.3788414251291498,10.0,1.367736567692536,10.0,0.6520483217951374,10.0,0.0139317197714109,10.0,0.4884735804828694,10.0,0.4884735804828694,10.0,0.0,10.0,0.6520483217951374,10.0,10.0,roof_area,1400.0,True,9d6952da805aec74
1315.0,264.0,1051.0,5.0,7712263.157209304,50336.68439047781,"{'cost_priority': 'Optimal', 'coverage_priority': 'Optimal'}","{'cost_priority': 11, 'coverage_priority': 10}","[11, 10]","[314333127.3849533, 544668670.7712152]","{'cost_priority': 0, 'coverage_priority': 0}",80.0,41.34,80.0,60.0,46.5,3.2047726099299325,1948.5913095842184,284466.2509234097,6.004299450835323,10.202536518158194,314333127.3849534,20608126964.612907,1.6997169508381045,"[0, 87, 178, 196, 556, 748, 789, 1081, 1162, 1251, 1252, 1257, 1266, 1289]",25.1,1129775334.0383344,99.01903635767988,98.90461005690037,9.347831392288208,9.745095722110005,0.0241428078339529,1.163686740831425,1.163686740831425,0.0,True,9.745095722110005,2.4851559307214512,10.0,4.016092961698092,10.0,0.1931579803248698,10.0,4090.863443283946,10.0,0.1361169911692191,10.0,0.1608577807186408,10.0,6.282881220516323e-08,10.0,1254579039.9883757,10.0,0.0344092632238838,10.0,20.046889478863744,10.0,1120626590.0235522,10.0,0.7669450132599271,10.0,0.8473740966052734,10.0,0.7575241646914945,10.0,0.5761826330516947,10.0,0.0081125780438503,10.0,0.4094437753441698,10.0,0.4094437753441698,10.0,0.0,10.0,0.5761826330516947,10.0,10.0,roof_area,1600.0,True,9d6952da805aec74
1356.0,204.0,1152.0,5.0,7712263.157209304,50336.68439047781,"{'cost_priority': 'Optimal', 'coverage_priority': 'Optimal'}","{'cost_priority': 11, 'coverage_priority': 9}","[11, 9]","[360388020.2548871, 424441481.5515714]","{'cost_priority': 0, 'coverage_priority': 0}",80.0,41.74,80.0,60.0,46.5,7.714087815192033,1795.0789718996348,281977.2247876763,5.939921660276691,10.36795506517185,360388020.2548871,21335970575.6678,1.7460010133806851,"[90, 171, 479, 1005, 1105, 1153, 1167, 1183, 1187, 1263, 1280, 1281, 1312, 1319, 1321, 1329, 1339, 1354]",35.7,1856151534.7569675,99.25130515999848,99.1546098862249,8.779781913757324,9.075707896533071,0.0211788950891594,0.94143561282975,0.94143561282975,0.0,True,9.075707896533071,1.951181977958773,10.0,6.3813066429834,10.0,0.1931579803233359,10.0,3658.4843372678206,10.0,0.1375076513132657,10.0,0.1837261160419219,10.0,0.0,10.0,670798311.2115362,10.0,0.0366059603992303,10.0,25.897447321652724,10.0,1516230978.2538905,10.0,0.3508504091251139,10.0,0.3947410651968237,10.0,1.1537188256031354,10.0,1.0054130338430465,10.0,0.0119379683116001,10.0,0.5432413589411802,10.0,0.5432413589411802,10.0,0.0,10.0,1.0054130338430465,10.0,10.0,roof_area,1800.0,True,9d6952da805aec74
1373.0,170.0,1203.0,5.0,7712263.157209304,50336.68439047781,"{'cost_priority': 'Optimal', 'coverage_priority': 'Optimal'}","{'cost_priority': 10, 'coverage_priority': 9}","[10, 9]","[402877711.1268131, 484036503.15692556]","{'cost_priority': 0, 'coverage_priority': 0}",80.0,42.53,80.0,60.0,46.5,14.38836816264229,2197.354216510684,281007.6600375085,5.913898321885625,10.573261125747816,402877711.12681305,21856477214.66629,1.788284010425958,"[4, 25, 41, 49, 60, 66, 72, 74, 82, 86, 109, 119, 121, 124, 129, 137, 140, 141, 146, 157, 167, 179, 198, 225, 231, 254, 258, 270, 275, 291, 294, 301, 302, 305, 344, 352, 373, 378, 381, 393, 413, 419, 424, 427, 430, 448, 484, 489, 499, 510, 515, 520, 522, 524, 539, 563, 574, 579, 598, 600, 611, 613, 622, 635, 640, 641, 643, 659, 686, 714, 717, 722, 732, 734, 738, 742, 745, 768, 771, 779, 786, 794, 795, 804, 819, 830, 835, 848, 852, 856, 861, 869, 880, 893, 899, 901, 905, 908, 909, 935, 947, 948, 949, 981, 982, 1007, 1017, 1019, 1034, 1054, 1086, 1094, 1119, 1144, 1158, 1173, 1185, 1186, 1187, 1225, 1227, 1236, 1239, 1250, 1251, 1276, 1278, 1290, 1301, 1316, 1322, 1341, 1367]",53.5,2917018432.561666,99.33073286061244,99.23508459371224,8.237991857528687,8.827077928539977,0.024332502458836,1.032336576737179,1.032336576737179,0.0,True,8.827077928539977,1.978242766812113,10.0,10.388463860131486,10.0,0.1931579803248699,10.0,3501.056525554263,10.0,0.0982956595379071,10.0,0.0387615087879584,10.0,6.282881220516323e-08,10.0,603835436.3829324,10.0,0.0285949199368472,10.0,43.19529295343804,10.0,2470423172.35718,10.0,0.4322810108192054,10.0,0.4943749001721357,10.0,1.426673720079907,10.0,1.328691067772154,10.0,0.0155123098274247,10.0,0.6224493852589628,10.0,0.6224493852589628,10.0,0.0,10.0,1.328691067772154,10.0,10.0,roof_area,2000.0,True,9d6952da805aec74
1392.0,152.0,1240.0,5.0,7712263.157209304,50336.68439047781,"{'cost_priority': 'Optimal', 'coverage_priority': 'Optimal'}","{'cost_priority': 10, 'coverage_priority': 9}","[10, 9]","[418220555.62064093, 488059908.8354256]","{'cost_priority': 0, 'coverage_priority': 0}",80.0,42.09,80.0,60.0,46.5,11.86104087903732,2056.7803961344207,281526.7592464602,5.943930040248498,10.235381624640498,418220555.6206409,21749808716.62392,1.7225866310794136,"[365, 437, 459, 478, 483, 632, 725, 905, 914, 1055, 1089, 1128, 1264, 1309, 1313, 1338, 1347, 1369, 1371, 1384]",56.1,3101248580.859073,99.33172745549402,99.24632896774644,8.290180110931397,8.70027819758803,0.0187342174455561,0.7866770565379423,0.7866770565379423,0.0,True,8.70027819758803,2.0528841500029493,10.0,7.984520414285789,10.0,0.1931579803235916,10.0,2529.8833344674003,10.0,0.0977967808748671,10.0,0.1064689924693159,10.0,6.282881220516323e-08,10.0,764997151.9932998,10.0,0.0425833638579675,10.0,50.86681957163563,10.0,2904618655.8345323,10.0,0.3321478051530118,10.0,0.3676453419366186,10.0,1.4534887361709323,10.0,1.1623526843338132,10.0,0.0151182618286783,10.0,0.5866402276349437,10.0,0.5866402276349437,10.0,0.0,10.0,1.1623526843338132,10.0,10.0,roof_area,2200.0,True,9d6952da805aec74
1408.0,135.0,1273.0,5.0,7712263.157209304,50336.68439047781,"{'cost_priority': 'Optimal', 'coverage_priority': 'Optimal'}","{'cost_priority': 10, 'coverage_priority': 9}","[10, 9]","[427006043.52322733, 513000000.0]","{'cost_priority': 0, 'coverage_priority': 0}",80.0,44.42,80.0,60.0,46.5,2.116059547467012,1928.628557796324,279517.26202494674,5.879807230929353,10.471647355714367,427006043.5232273,22247740272.020863,1.7811422676830044,"[111, 147, 239, 276, 419, 430, 445, 476, 500, 539, 666, 690, 704, 711, 712, 814, 835, 878, 880, 895, 907, 952, 995, 1064, 1068, 1077, 1094, 1230, 1308, 1378, 1388, 1407]",23.1,1244987166.1817136,99.25757794612797,99.1596028714361,9.136368131637573,9.370038004838332,0.0175008660434002,0.8330045885094943,0.8330045885094943,0.0,True,9.370038004838332,1.7974055376198956,10.0,2.731821128974313,10.0,0.1931579803235916,10.0,3834.968353277838,10.0,0.0737308737741235,10.0,0.0630363733194823,10.0,0.0,10.0,783905728.47925,10.0,0.0193503943615949,10.0,13.54375624903717,10.0,774706524.8033118,10.0,0.3327240207798134,10.0,0.371923315825401,10.0,0.7000150701551607,10.0,0.6714800321200557,10.0,0.0055300183676635,10.0,0.3029391558351121,10.0,0.3029391558351121,10.0,0.0,10.0,0.6714800321200557,10.0,10.0,roof_area,2500.0,True,9d6952da805aec74
1865.0,435.0,1430.0,5.0,7712263.157209304,50336.68439047781,"{'cost_priority': 'Optimal', 'coverage_priority': 'Optimal'}","{'cost_priority': 10, 'coverage_priority': 9}","[10, 9]","[254482691.1808687, 461740739.4536029]","{'cost_priority': 0, 'coverage_priority': 0}",80.0,47.17,80.0,60.0,46.5,0.0,1703.6063076289895,217315.16126153985,4.617394782317507,10.560904298747214,254482691.1808687,20746603893.26201,2.288132734191885,"[58, 91, 177, 277, 279, 392, 408, 409, 476, 671, 756, 782, 852, 892, 927, 1166, 1197, 1341, 1386, 1415, 1461, 1480, 1527, 1618, 1646, 1674, 1689, 1711, 1786, 1814, 1854]",43.6,2074157403.724472,99.6488272128622,99.60350320195336,8.348510503768921,9.534563872318312,0.0388985284354922,1.6738096775462783,1.6738096775462783,0.0,True,9.534563872318312,2.152027467813136,10.0,0.0,10.0,6.437940836184333,10.0,2313.68120060088,10.0,0.1143191266898601,10.0,0.1951824997955209,10.0,0.0,10.0,434837178.517251,10.0,0.0578227590869977,10.0,46.914105909985466,10.0,2493612815.0825715,10.0,0.4289955072064556,10.0,0.4937279804605908,10.0,1.4592350718934128,10.0,1.220413503372943,10.0,0.0199469763691656,10.0,0.7138604216031218,10.0,0.7138604216031218,10.0,0.0,10.0,1.220413503372943,10.0,10.0,airport_buffer,0.0,True,9d6952da805aec74
1684.0,389.0,1295.0,5.0,7712263.157209304,50336.68439047781,"{'cost_priority': 'Optimal', 'coverage_priority': 'Optimal'}","{'cost_priority': 10, 'coverage_priority': 9}","[10, 9]","[258374047.66107136, 405194919.48323995]","{'cost_priority': 0, 'coverage_priority': 0}",80.0,45.21,80.0,60.0,46.5,0.0,1910.3035343721824,222295.7344225804,4.612607432915111,10.621758258765135,258374047.66107136,19975764229.56428,2.3038750847644467,"[6, 11, 32, 43, 74, 79, 87, 95, 98, 99, 100, 152, 192, 196, 200, 228, 244, 247, 248, 251, 303, 311, 315, 323, 344, 345, 347, 376, 377, 396, 409, 424, 431, 441, 450, 454, 457, 459, 465, 467, 469, 471, 480, 486, 493, 509, 557, 569, 581, 587, 603, 612, 652, 660, 684, 728, 739, 747, 770, 778, 779, 802, 808, 812, 821, 844, 852, 868, 874, 959, 982, 996, 1022, 1036, 1041, 1093, 1100, 1158, 1165, 1187, 1195, 1203, 1207, 1236, 1241, 1251, 1274, 1309, 1326, 1327, 1343, 1351, 1390, 1392, 1429, 1455, 1467, 1469, 1481, 1484, 1485, 1486, 1499, 1546, 1553, 1560, 1574, 1618, 1630, 1636, 1667]",42.4,2139393108.7379544,99.55398346616197,99.5071144890192,8.416580820083619,8.980106646251718,0.0282311995973936,1.2015614350595174,1.2015614350595174,0.0,True,8.980106646251718,2.227330240444825,10.0,0.0,10.0,0.1931579803233359,10.0,2504.0047036011733,10.0,0.1060671129008159,10.0,0.0728810484988161,10.0,0.0,10.0,1402326362.5214293,10.0,0.0558589230245754,10.0,41.82290706724671,10.0,2313926651.2361083,10.0,0.5450994219448284,10.0,0.5962909597931115,10.0,1.6071576290756258,10.0,1.458172002727023,10.0,0.0102043001389285,10.0,0.4564752410880313,10.0,0.4564752410880313,10.0,0.0,10.0,1.458172002727023,10.0,10.0,airport_buffer,2000.0,True,9d6952da805aec74
1315.0,264.0,1051.0,5.0,7712263.157209304,50336.68439047781,"{'cost_priority': 'Optimal', 'coverage_priority': 'Optimal'}","{'cost_priority': 11, 'coverage_priority': 10}","[11, 10]","[314333127.3849533, 544668670.7712152]","{'cost_priority': 0, 'coverage_priority': 0}",80.0,44.52,80.0,60.0,46.5,3.2047726099299325,1948.5913095842184,284466.2509234097,6.004299450835323,10.202536518158194,314333127.3849534,20608126964.612907,1.6997169508381045,"[0, 87, 178, 196, 556, 748, 789, 1081, 1162, 1251, 1252, 1257, 1266, 1289]",25.1,1129775334.0383344,99.01903635767988,98.90461005690037,9.347831392288208,9.745095722110005,0.0241428078339529,1.163686740831425,1.163686740831425,0.0,True,9.745095722110005,3.0338094864378022,10.0,4.016092961698092,10.0,0.1931579803248698,10.0,4090.863443283946,10.0,0.1361169911692191,10.0,0.1608577807186408,10.0,6.282881220516323e-08,10.0,1254579039.9883757,10.0,0.0344092632238838,10.0,20.046889478863744,10.0,1120626590.0235522,10.0,0.7669450132599271,10.0,0.8473740966052734,10.0,0.7575241646914945,10.0,0.5761826330516947,10.0,0.0081125780438503,10.0,0.4094437753441698,10.0,0.4094437753441698,10.0,0.0,10.0,0.5761826330516947,10.0,10.0,airport_buffer,4000.0,True,9d6952da805aec74
1002.0,155.0,847.0,5.0,7712263.157209304,50336.68439047781,"{'cost_priority': 'Infeasible', 'coverage_priority': 'Infeasible'}","{'cost_priority': 0, 'coverage_priority': 0}",[],[],"{'cost_priority': 0, 'coverage_priority': 0}",80.0,64.97999999999999,80.0,60.0,46.5,12174.733325664976,13090.126984223694,264866.9074680133,7.897939723404948,9.938357234310162,498638853.1500348,21207459308.0235,1.2583640805934897,"[31, 41, 89, 180, 224, 256, 287, 296, 320, 334, 339, 443, 528, 542, 590, 615, 638, 674, 708, 749, 751, 847, 859, 862, 900, 913, 958, 961, 965, 966, 968, 969, 982, 985]",24.4,1080060616.759266,75.47313779455632,76.04863087850653,9.114051580429075,9.619526806209308,0.0155577884239886,0.7623221956673579,0.7623221956673579,0.0,True,9.619526806209308,1.9458217344408044,10.0,7.569003034326262,10.0,125.70275265546368,10.0,1197.8510365057384,10.0,0.0541426355205242,10.0,0.1293834821414405,10.0,24257145.672175787,10.0,955177945.501016,10.0,0.0154376691328339,10.0,17.07629936490925,10.0,927193891.7725352,10.0,0.1541062893571836,10.0,0.1741011407924716,10.0,0.8245843900759877,10.0,0.6371605006410982,10.0,0.0044003685244393,10.0,0.2051470489366885,10.0,0.2051470489366885,10.0,0.0,10.0,0.6371605006410982,10.0,10.0,airport_buffer,6000.0,True,9d6952da805aec74
